subject_id,epoch_id,delta_Frontal_abs,delta_Frontal_rel,theta_Frontal_abs,theta_Frontal_rel,alpha1_Frontal_abs,alpha1_Frontal_rel,alpha2_Frontal_abs,alpha2_Frontal_rel,beta1_Frontal_abs,beta1_Frontal_rel,beta2_Frontal_abs,beta2_Frontal_rel,gamma_Frontal_abs,gamma_Frontal_rel,delta_Central_abs,delta_Central_rel,theta_Central_abs,theta_Central_rel,alpha1_Central_abs,alpha1_Central_rel,alpha2_Central_abs,alpha2_Central_rel,beta1_Central_abs,beta1_Central_rel,beta2_Central_abs,beta2_Central_rel,gamma_Central_abs,gamma_Central_rel
P1G1_Baseline_S1,19,1.0818275809610856e-08,0.26005924993311386,3.009843255425007e-09,0.07235326527048722,1.0673163701634056e-09,0.025657091716911336,1.2607280014667356e-09,0.030306490997377016,5.630635763799542e-09,0.13535418574551455,7.709742074612844e-09,0.18533357592162433,1.2002732015117095e-08,0.2885322522676379,0.00011659932993107123,0.9947868161014601,3.469894259850909e-07,0.0029603987132742395,8.152654686028412e-08,0.0006955574618381808,4.563532572680214e-08,0.00038934546543582755,6.990233797883688e-08,0.0005963835665018255,3.599192196605743e-08,0.0003070711425113035,3.0893650626641346e-08,0.00026357438214092034
P1G1_Baseline_S1,20,1.008896063043633e-08,0.23973763366952322,1.6954186342319983e-09,0.04028716795898684,2.647937437618993e-09,0.06292127392039032,2.3902170104523344e-09,0.05679722530721209,5.81533727518408e-09,0.13818620652923586,7.023117152979962e-09,0.16688592104917727,1.2322353035074939e-08,0.29280833438454723,6.191492667008911e-05,0.9881214274016007,4.325168396513216e-07,0.006902683730027876,7.949994947912839e-08,0.001268766802813988,4.4863661053962224e-08,0.0007159944650393777,9.785509745058374e-08,0.001561702868302119,4.919946083587606e-08,0.000785190972244513,4.026719061129782e-08,0.0006426378258719606
P1G1_Baseline_S1,21,1.3030554279295348e-08,0.2663134333935546,2.025220610009724e-09,0.04139067628827258,1.2153337764368821e-09,0.02483852212152892,2.2207981543108375e-09,0.04538781456812833,7.864420536733261e-09,0.16072998814149259,7.757243832951196e-09,0.15853955208234827,1.4715820441960718e-08,0.3007562520443715,0.00025796437805185914,0.995184568676216,6.385861746024547e-07,0.002463561486797919,1.4612001680423186e-07,0.0005637072335198449,1.0498409980023762e-07,0.00040501156348244613,1.9044360485896653e-07,0.0007347004194533146,9.652884906930071e-08,0.00037239258284929415,7.145772128930785e-08,0.0002756722539636421
P1G1_Baseline_S1,22,1.9663556275445546e-08,0.2775893332882762,2.3262017868676424e-09,0.03283886160088579,1.6919461855057548e-09,0.023885110455867553,3.66653904835155e-09,0.05176032837855907,9.019773109376088e-09,0.1273316366973653,1.2322886520480185e-08,0.17396150551254605,2.2045955401756935e-08,0.3112215296130666,0.00014499299588534008,0.992432873829562,5.901803740251085e-07,0.004039604817426664,1.269036081309317e-07,0.0008686165269411815,1.0360590027949401e-07,0.0007091508160945129,1.4914578239557697e-07,0.0010208574320338369,7.759746577227163e-08,0.0005311310073154572,5.8012969920680475e-08,0.00039708110109882926
P1G1_Baseline_S1,23,1.0976488487827775e-08,0.16478411456765013,4.0098437419418114e-09,0.06019762616279819,3.39388008801513e-09,0.050950495313007674,1.712099416228641e-09,0.025702827153500675,7.60186153909648e-09,0.1141226562734534,1.3820040558201464e-08,0.20747283151598506,2.4997112852860737e-08,0.37526820282954176,0.00032474787285639704,0.9978107604195028,3.733628268723594e-07,0.0011471836379313963,7.579508554815125e-08,0.00023288575004863895,5.542792677263325e-08,0.00017030621717400494,1.1211951243239656e-07,0.00034449511546917513,5.129152057743645e-08,0.00015759681718708533,4.441388148001e-08,0.00013646478562877976
P1G1_Baseline_S1,24,2.3074413055686968e-08,0.2653753290552889,4.870542275545741e-09,0.056015368882030514,6.984464753178853e-09,0.08032727106326489,7.75121477313275e-09,0.08914554688927838,9.12283510610875e-09,0.10492034455472626,1.4486758711789167e-08,0.16661001737325307,2.055987756777828e-08,0.2364560373309645,5.88629856852269e-05,0.9947855946587678,1.6353859370467924e-07,0.0027638053913564553,3.879329339420176e-08,0.0006556074074171266,2.5455540652763223e-08,0.0004301991285497242,4.301110311360598e-08,0.0007268884731162473,1.985615543793531e-08,0.00033556941030126516,1.7789655920844723e-08,0.0003006455285606393
P1G1_Baseline_S1,25,1.7283953141774677e-08,0.2907281830104382,4.730253522221009e-09,0.079566173340877,3.4681269809578e-09,0.05833632198332896,1.4676170605153158e-09,0.02468634564435806,6.460873547757996e-09,0.10867641284330745,1.1934973096133775e-08,0.20075459670918558,1.4004762148526573e-08,0.23556989651248444,0.0001400195889202102,0.9792327130859084,1.6337351258882068e-06,0.0114255933196526,3.43613046326624e-07,0.0024030718715927282,2.2586683890412754e-07,0.0015796089615879626,4.0787609078007216e-07,0.0028524980972844064,2.087279055193012e-07,0.0014597471310594792,1.4957633096301825e-07,0.001046068178830447
P1G1_Baseline_S1,26,3.1428888627042775e-08,0.24682288247406717,1.103567319237381e-08,0.08666729198434878,1.0314708897380996e-08,0.08100528822841914,4.6089377594630654e-09,0.03619572159975806,1.6362466564784305e-08,0.1285006036907903,2.2259207530740893e-08,0.17480992820085228,3.122388937030671e-08,0.24521294621277984,0.00021049639751305374,0.9890873621591354,1.2927624076031625e-06,0.006074474312822434,2.1446902185748055e-07,0.0010077540594523023,1.783033626398391e-07,0.0008378176762222524,3.320528609559459e-07,0.0015602608511147724,1.7506736928026063e-07,0.0008226122847105451,1.296596002222423e-07,0.0006092487732692561
P1G1_Baseline_S1,27,1.3891658721783497e-08,0.20230336852025982,2.111350420141937e-09,0.030747465848091446,1.9839401414006086e-09,0.028891997823019863,2.6986865614118586e-09,0.03930080582082448,8.133505928904496e-09,0.11844774481226482,1.4043574110618622e-08,0.2045157029510804,2.5704745381428712e-08,0.37433662039683274,0.0001235722747429362,0.9961868966639561,2.1951639655810072e-07,0.0017696474254356891,5.661006238803504e-08,0.00045636614270963923,5.1341439223493396e-08,0.0004138927531819726,7.538939132958977e-08,0.0006077570712867505,3.920903607485899e-08,0.00031608650119821193,3.0831115611655574e-08,0.00024854728494523
P1G1_Baseline_S1,28,3.0986176200501354e-08,0.5596847228743363,2.05259239268073e-09,0.037074745752362234,1.6328041213230158e-09,0.029492361891880037,2.0583242177434473e-09,0.037178276271940806,4.638588371470966e-09,0.08378404067723727,5.299189313279254e-09,0.09571607942426133,8.595952321695704e-09,0.15526353306321888,5.082355462459019e-05,0.9854539243406674,3.94215335419967e-07,0.007643720558201933,1.0085333114759673e-07,0.0019555167224399833,5.904999010056814e-08,0.0011449621126800838,1.0413125142970323e-07,0.0020190746421789307,5.230518037878479e-08,0.0010141822162647595,3.954058540041655e-08,0.0007666804366870272
P1G1_Baseline_S1,29,1.849742680218331e-08,0.4575215857697108,2.7340201231842294e-09,0.06762417473861305,9.57075241518904e-10,0.02367262143451073,7.453473754111831e-10,0.01843567306924905,3.890612692944298e-09,0.09623172498141938,5.429275618419154e-09,0.13428953211085354,8.075868589131102e-09,0.19975125420855508,7.897623556819249e-05,0.9952023878221018,2.3811766515188044e-07,0.003000589572760244,3.839836616881183e-08,0.0004838689186023904,2.304954133350392e-08,0.0002904539372923208,4.173676534049222e-08,0.0005259370521777231,2.2315900102041094e-08,0.00028120911193310085,1.7005677121885195e-08,0.0002142934562083379
P1G1_Baseline_S1,30,4.331428778033515e-08,0.4610271743291967,6.38245874658815e-09,0.0679334019327475,1.1634131139760129e-08,0.12383097772126005,9.403442550129056e-09,0.10008804877131446,9.375753519948661e-09,0.09979333319365745,6.04946667690928e-09,0.06438911202691697,7.692161768219976e-09,0.08187357535394046,0.00012581462573499295,0.9863525419998175,9.754845768541876e-07,0.0076475345091308764,2.0579198213933958e-07,0.0016133533245480428,1.200657228291835e-07,0.0009412827024503274,2.3531991191596106e-07,0.0018448442853566012,1.1834600387658324e-07,0.0009278005722884859,8.569921901660347e-08,0.0006718586335302002
P1G1_Baseline_S1,31,7.48398891132186e-08,0.7067628840093113,9.70464873834756e-09,0.09164745714996515,1.7800966209950238e-09,0.01681063716925604,1.666158410683136e-09,0.01573464281553557,4.397548557966979e-09,0.041528977905056455,6.276688456381287e-09,0.059274946663121914,7.126055792516496e-09,0.06729608773084964,0.00018898067310676002,0.9913541413404681,8.893251305220477e-07,0.004665218599592591,1.9283703675814528e-07,0.0010115838400364607,1.273880798691349e-07,0.0006682519352882958,2.3191834459720802e-07,0.001216596425388876,1.2091053227733888e-07,0.000634272039221203,8.56707357779079e-08,0.0004494112403607265
P1G1_Baseline_S1,32,2.0344778102254383e-08,0.363415144471874,2.787384312237522e-09,0.049790549075499,7.591695345633934e-10,0.013560910062294042,1.1126474226713893e-09,0.019875022564712824,6.089830274224632e-09,0.10878155258283705,1.0859388012182598e-08,0.1939793122091694,1.3928999043712493e-08,0.24881122686014723,0.00019764123629841164,0.9959837412458126,4.234433250248968e-07,0.0021338799279067896,1.0409245576356606e-07,0.0005245585155636569,6.485661501495482e-08,0.00032683530662398096,1.0583142995594342e-07,0.0005333218184780289,5.727674328581327e-08,0.0002886376655631087,4.1378651196932646e-08,0.00020852158486097118
P1G1_Baseline_S1,33,1.4143734454929806e-08,0.21714344241636235,3.086716889688182e-09,0.0473892049746451,1.677829899624967e-09,0.02575909222239942,2.2403495639369423e-09,0.03439524533491945,8.606142136779592e-09,0.13212686758647885,1.238422174964571e-08,0.19013030476037746,2.2896448943659785e-08,0.35152058026682204,3.390960906844647e-05,0.987056179771768,2.2476854838555608e-07,0.006542664182723855,5.5351843657389025e-08,0.0016112064056387433,4.25287358988936e-08,0.0012379456071625996,6.204409842220607e-08,0.0018060075727323029,3.129983834482697e-08,0.0009110897976369448,2.8582621221265838e-08,0.0008319958172793719
P1G1_Baseline_S1,34,1.7699669741139036e-08,0.34878572488335297,4.142244585686715e-09,0.08162614340226158,3.2726567865439986e-09,0.06449024113348888,2.5046141142020163e-09,0.0493553643740931,7.363630048757242e-09,0.14510604332684873,7.553856419017809e-09,0.14885460154367516,8.109871177239124e-09,0.15981130374932795,0.00011315073306648485,0.9962352753671117,2.295951413861456e-07,0.00202146970419874,5.459427143941189e-08,0.00048067509212646224,3.878026951088247e-08,0.00034144076161030405,5.650865393180814e-08,0.0004975302667928936,2.7543264499475896e-08,0.0002425045861348656,2.0469514039759817e-08,0.00018022377233781534
P1G1_Baseline_S1,35,1.947736456625902e-08,0.44870783707328166,2.2911288250971223e-09,0.05278165103232104,2.2564248311119116e-09,0.051982161243754696,1.9158520627817375e-09,0.044136250174850594,4.539892887390173e-09,0.10458732808103303,6.0383654263173094e-09,0.13910823924272447,6.788647748532141e-09,0.15639279315914772,0.00017918825393572728,0.9899591095076204,9.91306557216509e-07,0.005476658961045069,2.2404888436454866e-07,0.0012378000743913783,1.2425253064686867e-07,0.0006864564048788758,2.561875036805719e-07,0.0014153559033036169,1.2888348711979383e-07,0.0007120409922913405,9.267957440989729e-08,0.0005120256877176584
P1G1_Baseline_S1,36,9.704076433679918e-09,0.30912454165788267,1.8139340600479178e-09,0.057783091337142094,6.190836696830571e-10,0.019720986015160997,9.283985304431967e-10,0.029574248735618647,3.954716448060339e-09,0.12597797613697828,6.656272536379426e-09,0.21203637574585404,7.615643908485688e-09,0.24259726814080199,0.0001075415319635874,0.9852094146984045,8.604806787701899e-07,0.007883035050844416,1.81088844306773e-07,0.0016589910060821386,1.28666648303089e-07,0.0011787408171645983,2.3822265482677667e-07,0.0021824052349305916,1.220915254051373e-07,0.001118504805424925,8.383097412590794e-08,0.0007679922672121451
P1G1_Baseline_S1,37,1.4936149443581453e-08,0.3818669798377991,2.628236690456937e-09,0.06719515033474563,9.940084577458612e-10,0.025413444685086353,8.824561526582303e-10,0.022561428374010664,4.666620593890957e-09,0.1193097537601173,6.0375774467465185e-09,0.15436049792047798,8.868438979496326e-09,0.22673608226592776,9.04026179472251e-05,0.9946863678977707,2.7187363956599057e-07,0.002991384643583141,5.4613425749032645e-08,0.0006009032849963756,4.575144301006421e-08,0.0005033962257633877,5.864665896899898e-08,0.0006452803416961599,2.993761418479761e-08,0.00032939905273965755,2.2009596357158774e-08,0.00024216826853596952
P1G1_Baseline_S1,38,1.1456678974182108e-08,0.28922541497164866,2.254649580654561e-09,0.056918934540279596,1.2346354534191945e-09,0.031168539518178183,2.183548995262066e-09,0.05512399061619713,5.5803441517555e-09,0.14087654516751605,6.9955580845057615e-09,0.17660381289455598,9.806176208037208e-09,0.24755824872514118,1.9478817780856866e-05,0.9780174778367303,2.2249334281940017e-07,0.011171231253754276,6.72271125648058e-08,0.0033754251316778345,4.5322247349125464e-08,0.002275597551194621,5.3021050183950474e-08,0.002662148922822402,2.830910942754493e-08,0.0014213800916265651,2.1345022596346427e-08,0.0010717182838766938
P1G1_Baseline_S1,39,1.2691433465705542e-08,0.26238947738273555,2.39476163301573e-09,0.049510581688125485,1.6122946704667217e-09,0.03333344157804438,2.007002623450936e-09,0.04149384471786259,6.8702021368031e-09,0.14203823020154838,9.396005826660341e-09,0.19425804539767078,1.3296982688275685e-08,0.27490892559708024,0.00019113284154006758,0.9931400698379771,7.163113757546043e-07,0.0037220057213115483,1.3592575938654663e-07,0.0007062800776790421,1.1162344441484069e-07,0.0005800034912287488,1.8523114900879962e-07,0.0009624744485588781,1.0012596112956535e-07,0.0005202617364319646,7.089683437351678e-08,0.00036838507957956374
P1G1_Baseline_S1,40,1.9043372228402573e-08,0.2686644047477824,2.2326575514664805e-09,0.031498392452558796,8.155559586575648e-10,0.011505885278262058,1.3447047082646717e-09,0.018971129990760748,1.001991753155449e-08,0.14136126453601178,1.3137556900151349e-08,0.1853450041350874,2.4187869948714808e-08,0.3412431161848559,0.000292676218154399,0.993647375123551,9.771736707913593e-07,0.003317543390250634,2.2702063572262448e-07,0.0007707440673080706,1.4860631791409973e-07,0.0005045243465740802,2.74543978213889e-07,0.0009320877009702741,1.4189968015920662e-07,0.0004817550452516937,1.0180464864093674e-07,0.0003456308221260298
P1G1_Baseline_S1,41,2.444950984572019e-08,0.4356204383148367,3.1000668804956944e-09,0.05523433810364241,1.4793888066703876e-09,0.02635848344062516,1.2938316576398939e-09,0.023052384991078343,5.8456484833918084e-09,0.10415276096078278,7.187435597573819e-09,0.12805957522796058,1.2669836659239801e-08,0.2257403045583572,8.795100500641703e-05,0.9892270582884779,5.457489767967462e-07,0.006138300009661087,9.695138442965248e-08,0.0010904586344333753,5.877645824540265e-08,0.0006610869640713372,1.310715077096982e-07,0.0014742239953669679,7.18228036500733e-08,0.0008078254565437781,5.333834522871891e-08,0.0005999219035726898
P1G1_Baseline_S1,42,1.124032994250973e-08,0.2465633150910472,2.246548878899767e-09,0.04927938431778135,7.921159645254971e-10,0.017375534272470034,1.5082917219685556e-09,0.0330852749870362,6.9839763393455065e-09,0.15319767013547111,9.19756167125438e-09,0.2017539794665925,1.351918170358628e-08,0.2965512823202947,5.933918428863957e-05,0.9962865775718981,1.120541170158564e-07,0.00188135401729716,3.4294674211905295e-08,0.0005757969882653689,1.8723104335887482e-08,0.00031435513925482316,2.555421862456797e-08,0.00042904743840351455,1.5734538826410355e-08,0.00026417804735542514,1.471211269676183e-08,0.00024701182841023776
