method,k,n_subjects,min_required_cluster_size,cluster_sizes,min_cluster_size,silhouette,permutation_null_silhouette_mean,permutation_p,davies_bouldin,bootstrap_ari_mean,bootstrap_ari_std,bootstrap_jaccard_mean,bootstrap_jaccard_std,valid
filterbank_tangent_kmeans,2,130,20,20|110,20,0.33879372477531433,-0.004168630110798404,0.004975124378109453,3.925803217759169,0.10893327872768976,0.16507244409150423,0.5149150209347702,0.07929602388497546,True
filterbank_tangent_kmeans,3,130,20,1|112|17,1,0.31164780259132385,-0.1734543888425833,0.004975124378109453,2.7026961226503556,0.13437968541048448,0.18030574362244642,0.34727776721374276,0.06661853825615384,False
filterbank_tangent_kmeans,4,130,20,1|110|18|1,1,0.2148880511522293,-0.24940089859592263,0.004975124378109453,2.330878670263978,0.21825587582355632,0.21889577355738313,0.32642589197452254,0.1223450536043112,False
filterbank_tangent_kmeans,5,130,20,110|1|17|1|1,1,0.2926405072212219,-0.2892852032463998,0.004975124378109453,1.9881900255607636,0.2680431873776444,0.19566499585746047,0.3156304726957409,0.13481898029631437,False
filterbank_tangent_kmeans,6,130,20,1|98|12|1|17|1,1,0.026681382209062576,-0.28542636790312825,0.009950248756218905,2.0599314560003457,0.1947016517151098,0.18527957548365284,0.28062963889051346,0.11383376874632371,False
